time-rel	g	r	i
1538.5	17.54050299408888	16.638865902081694	16.62317144050369
1539.0	17.54327509637621	16.640954857363113	16.625366730917467
1539.5	17.54604719866354	16.64304381264453	16.62756202133124
1540.0	17.54881930095087	16.64513276792595	16.629757311745017
1540.5	17.5515914032382	16.64722172320737	16.63195260215879
1541.0	17.55436350552553	16.64931067848879	16.634147892572567
1541.5	17.55713560781286	16.651399633770207	16.636343182986344
1542.0	17.559907710100187	16.653488589051626	16.638538473400118
1542.5	17.56267981238752	16.655577544333045	16.640733763813895
1543.0	17.56545191467485	16.65766649961446	16.642929054227668
1543.5	17.56822401696218	16.65975545489588	16.645124344641445
1544.0	17.570996119249507	16.6618444101773	16.647319635055222
1544.5	17.573768221536838	16.663933365458718	16.649514925468996
1545.0	17.57654032382417	16.666022320740137	16.651710215882773
1545.5	17.5793124261115	16.668111276021556	16.653905506296546
1546.0	17.582084528398827	16.670200231302974	16.656100796710323
1546.5	17.584856630686158	16.672289186584393	16.658296087124096
1547.0	17.58762873297349	16.674378141865812	16.660491377537873
1547.5	17.59040083526082	16.67646709714723	16.66268666795165
1548.0	17.593172937548147	16.67855605242865	16.664881958365424
1548.5	17.595945039835478	16.68064500771007	16.6670772487792
1549.0	17.59871714212281	16.682733962991488	16.669272539192974
1549.5	17.601489244410136	16.684822918272907	16.67146782960675
1550.0	17.604261346697466	16.686911873554326	16.673663120020528
1550.5	17.607033448984797	16.689000828835745	16.6758584104343
1551.0	17.609805551272128	16.691089784117164	16.67805370084808
1551.5	17.612577653559455	16.693178739398583	16.680248991261852
1552.0	17.615349755846786	16.695267694680002	16.68244428167563
1552.5	17.618121858134117	16.697356649961417	16.684639572089402
1553.0	17.620893960421448	16.699445605242836	16.68683486250318
1553.5	17.623666062708775	16.701534560524255	16.689030152916956
1554.0	17.626438164996106	16.703623515805674	16.69122544333073
1554.5	17.629210267283437	16.705712471087093	16.693420733744507
1555.0	17.631982369570764	16.707801426368512	16.69561602415828
1555.5	17.634754471858095	16.70989038164993	16.697811314572057
1556.0	17.637526574145426	16.71197933693135	16.700006604985834
1556.5	17.640298676432757	16.71406829221277	16.702201895399607
1557.0	17.643070778720084	16.716157247494188	16.704397185813384
1557.5	17.645842881007415	16.718246202775607	16.706592476227158
1558.0	17.648614983294745	16.720335158057026	16.708787766640935
1558.5	17.651387085582076	16.722424113338445	16.710983057054708
1559.0	17.654159187869404	16.724513068619864	16.713178347468485
1559.5	17.656931290156734	16.726602023901282	16.715373637882262
1560.0	17.659703392444065	16.7286909791827	16.717568928296036
1560.5	17.662475494731396	16.73077993446412	16.719764218709813
1561.0	17.665247597018723	16.73286888974554	16.721959509123586
1561.5	17.668019699306054	16.73495784502696	16.724154799537363
1562.0	17.670791801593385	16.737046800308377	16.72635008995114
1562.5	17.673563903880712	16.739135755589793	16.728545380364913
1563.0	17.676336006168043	16.74122471087121	16.73074067077869
1563.5	17.679108108455374	16.74331366615263	16.732935961192464
1564.0	17.681880210742705	16.74540262143405	16.73513125160624
1564.5	17.684652313030032	16.74749157671547	16.737326542020014
1565.0	17.687424415317363	16.749580531996887	16.73952183243379
1565.5	17.690196517604694	16.751669487278306	16.741717122847568
1566.0	17.692968619892024	16.753758442559725	16.74391241326134
1566.5	17.69574072217935	16.755847397841144	16.74610770367512
1567.0	17.698512824466683	16.757936353122563	16.748302994088892
1567.5	17.701284926754013	16.760025308403982	16.75049828450267
1568.0	17.704057029041344	16.7621142636854	16.752693574916446
1568.5	17.70682913132867	16.76420321896682	16.75488886533022
1569.0	17.709601233616002	16.76629217424824	16.757084155743996
1569.5	17.712373335903333	16.768381129529658	16.75927944615777
1570.0	17.71514543819066	16.770470084811077	16.761474736571547
1570.5	17.71791754047799	16.772559040092496	16.76367002698532
1571.0	17.720689642765322	16.774647995373915	16.765865317399097
1571.5	17.723461745052653	16.776736950655334	16.768060607812874
1572.0	17.72623384733998	16.77882590593675	16.770255898226647
1572.5	17.72900594962731	16.780914861218168	16.772451188640424
1573.0	17.73177805191464	16.783003816499587	16.774646479054198
1573.5	17.734550154201973	16.785092771781006	16.776841769467975
1574.0	17.7373222564893	16.787181727062425	16.77903705988175
1574.5	17.74009435877663	16.789270682343844	16.781232350295525
1575.0	17.74286646106396	16.791359637625263	16.783427640709302
1575.5	17.745638563351292	16.79344859290668	16.785622931123076
1576.0	17.74841066563862	16.7955375481881	16.787818221536853
1576.5	17.75118276792595	16.79762650346952	16.790013511950626
1577.0	17.75395487021328	16.79971545875094	16.792208802364403
1577.5	17.75672697250061	16.801804414032357	16.79440409277818
1578.0	17.75949907478794	16.803893369313776	16.796599383191953
