#Combined snIa Template with 1rg Kasen Models
#Days 	 g-band MS 	 r-band MS 	 i-band
3.9	4.80279109009	10.3679170358	11.2781920509 
3.91849315068	4.80830481174	10.3822817607	11.2869608775 
4.0	4.83260602938	10.4455929557	11.3323381585 
4.1	4.85046218372	10.5054999467	11.3831107414 
4.2	4.87772520952	10.5707463978	11.4221406654 
4.3	4.92726807639	10.6586111535	11.4746780587 
4.34902152642	4.96185361686	10.7214802929	11.5238285268 
4.4	4.98250829726	10.7868591783	11.5749410895 
4.5	5.02924510578	10.9557381099	11.737804778 
4.6	5.06561278542	11.1900384668	11.9511060258 
4.7	5.09028806039	11.447447661	12.2020169119 
4.8	5.11008811549	11.6933915046	12.4639531624 
4.9	5.13271483093	11.9006361944	12.7001867079 
5.0	5.16616948756	12.0655357797	12.8925475421 
5.1	5.22083737216	12.19387141	13.0434932799 
5.2	5.29497601757	12.2827999448	13.1836232908 
5.21007827789	5.30264696364	12.2890440693	13.1978317915 
5.3	5.50012899221	12.3447562088	13.3246047249 
5.4	5.70284091187	12.4119165555	13.4548912752 
5.42534246575	5.74982832281	12.4445432375	13.4860689604 
5.5	5.77663105086	12.5406596793	13.5779167358 
5.6	5.81095842569	12.7522296348	13.7020129432 
5.7	5.85006242328	13.0034182977	13.8254038667 
5.8	5.89968530067	13.2319200794	13.9451286107 
5.9	5.96146777413	13.4052765006	14.0722306566 
6.0	6.02489801695	13.5322730544	14.2353870106 
6.1	6.07328030919	13.637004176	14.4502638331 
6.2	6.09848624141	13.7496444594	14.6982633113 
6.3	6.108746155	13.8880383413	14.9410944412 
6.4	6.12152486477	14.0499953396	15.1401322503 
6.5	6.1481392522	14.2182319823	15.2808857138 
6.50166340509	6.14873241241	14.2209224888	15.2823328493 
6.6	6.17329708118	14.3799789039	15.3678840938 
6.7	6.20719236536	14.5307033258	15.4165274032 
6.8	6.25060630788	14.69241764	15.4756706074 
6.9	6.30009367253	14.8711158921	15.6189204313 
7.0	6.35541121468	15.0489323952	15.8628270055 
7.1	6.41468277811	15.2180304636	16.1542521142 
7.2	6.47332629404	15.3918989906	16.4258947839 
7.3	6.52531985733	15.5648926802	16.646085949 
7.4	6.56425540717	15.7439657628	16.8297783316 
7.5	6.5926093869	15.9321507465	16.9966221871 
7.6	6.62027789432	16.1189314978	17.1513582651 
7.7	6.65310849673	16.2952063755	17.2954513543 
7.79324853229	6.69154616865	16.4369637226	17.4251387118 
7.8	6.69432916903	16.4472273711	17.4345284575 
7.9	6.73795193009	16.575593284	17.5644939591 
8.0	6.77428919641	16.7057889201	17.6904106228 
8.1	6.79629018725	16.8626773142	17.8214093055 
8.2	6.80255907507	17.0454710458	17.9914719576 
8.3	6.80009126845	17.2452833249	18.1853089872 
8.4	6.80589333218	17.4520514837	18.3619084533 
8.5	6.83872711648	17.6545061954	18.4967029011 
8.6	6.9128817193	17.852804841	18.6081286792 
8.7	7.03034864949	18.0573411827	18.7297927803 
8.8	7.17252410402	18.2784298195	18.870303724 
9.30009784736	7.37266775662	19.1402052423	19.6476900583 
10.8069471624	7.74583733622	21.0813302788	21.9396346607 
12.3137964775	7.94659312271	22.9359832329	24.0979914444 
14.681702544	8.06091707619	25.2406840698	26.5497394536 
15.9732876712	7.97437277496	26.0438151853	27.7749371136 
17.4801369863	7.83030097524	26.7538122707	28.9004344488 
18.5564579256	7.62887037938	26.7538122707	29.3074474459 
20.0633072407	7.25491352219	26.7275278585	29.5942217515 
21.3548923679	6.79480600257	26.3745960337	29.5942217515 
22.2159491194	6.44975347991	26.0906867465	29.4180020024 
23.5075342466	5.98964596028	24.8230132533	28.9813949725 
24.5838551859	5.50085904259	23.9704227272	28.4453197744 
26.3059686888	4.925696526	22.5865973812	27.5066077484 
27.8128180039	4.40806150789	21.2925140236	26.5063276979 
29.9654598826	3.86152215526	19.2893218403	25.1141832471 
31.6875733855	3.37256653522	17.6374244739	24.0842434964 
33.8402152642	2.82602718259	15.8547586242	22.1286373151 
36.2081213307	2.25069596366	13.6579672821	20.2097165796 
38.1454990215	1.87662663824	12.0759757382	18.907239246 
40.7286692759	1.53112424267	10.4703880295	17.2597369706 
42.8813111546	1.24320557969	9.01280306129	15.9723122823 
45.464481409	1.01264571285	7.36097594641	14.3687774783 
49.7697651663	0.752900340918	5.27569260544	11.8142077594 
53.2139921722	0.637058066361	4.23597074176	10.4040014293 
56.6582191781	0.636158320539	3.4810055088	9.18666850017 
58.8108610568	0.584282350501	3.09468193245	8.41542823876 
62.6856164384	0.546686537494	2.57569769443	7.09151989278 
66.1298434442	0.518741490794	2.23778035739	6.0469562506 
70.0045988258	0.503361460652	1.9833195748	5.36876826206 
73.8793542074	0.53147319814	1.79134017559	4.78624856804 
77.9693737769	0.515648614531	1.67833493669	4.24568328252 
83.1357142857	0.514298995798	1.49147079704	3.61062579106 
89.3783757339	0.483932574312	1.55593061146	3.23969614504 
95.4057729941	0.424886754757	1.40475743452	2.7623848319 
102.724755382	0.422974794885	1.39211014302	2.31864107584 
111.98111546	0.420556727989	1.39211014302	2.11073496825 
117.577984344	0.361623376661	1.39211014302	2.0648099868 
